img_id,label,xmin,xmax,ymin,ymax
151657,1,10.09,214.77,16.58,633.51
151662,25,72.27,470.29,154.25,474.61
151662,25,67.57,115.82,206.98,239.15
151857,7,50.9,640,69.22,397.01
151962,18,342.56,449.97,239.98,359.01
151962,3,65.37,470.43,97.67,471.65
151962,1,53.82,91.49,378.97,469.38
152120,4,73.89,597.8,142.81,421.08
152120,1,224.53,466.34,25.61,312.52
152214,32,192.5,288.49,366.55,639.35
152214,1,74.62,473.54,3.83,626.61
152465,11,413.05,543.96,30.65,439.89
152686,37,614.29,635.61,90.38,108.08
152686,1,231.39,407.17,23.32,389.24
152686,1,0.4,35.42,110.79,388.84
152686,43,311.28,395.43,11.73,61.03
152870,25,209.98,418.52,25.89,618.43
152870,25,142.53,188.37,267.49,339.23
153217,17,17.2,160.22,315.05,489.25
153217,4,40.45,375,2.06,418.91
153299,25,57.47,272.01,208.93,489.31
153299,25,30.34,401.12,32.58,479.78
153343,88,362.43,564.13,161.8,382.92
153343,88,64.5,286.95,163.12,386.6
153568,13,0,499.78,2.7,371.24
153632,48,1.08,23.68,123.71,201.2
153632,49,13.47,328.15,3.28,190.84
153632,51,43.98,217.58,0.2,49.8
153632,67,0,638.56,2.16,471.37
153782,85,112.73,163.63,202.73,250.87
153782,85,74.63,83.85,216.79,261.28
153797,37,142.48,155.21,97.23,108.59
153797,40,386.65,416.73,182.03,225.78
153797,1,322.52,436.04,107.21,327.93
154000,8,33.85,545.44,61.98,439
154000,8,496.72,572.56,177.75,373.3
154000,8,601.73,639.75,268.18,291.53
154213,87,384.27,500,122.05,335.25
154339,85,149.07,466.43,78.38,365.93
154339,85,489.11,621.09,256.2,381.53
154425,1,140.07,412.53,1.2,420.44
154425,38,362.05,606.34,150.86,358.31
154644,77,224.36,337.42,163.5,227.69
154644,1,3.37,498.88,60.67,493.26
154644,46,0,56.05,88.57,428.25
154644,1,385.52,500,82.7,404.95
154718,70,30.34,295.51,44.76,371.72
154718,1,34.91,365.99,326.01,494.93
154947,20,228.72,396.76,435.98,602.9
155051,85,373.21,634.25,6.74,301.21
155154,70,80.77,186.67,271.25,347.37
155179,61,11.6,632.74,0.29,404.27
155179,67,2.43,639.4,385.34,460.71
155291,17,34.89,595.05,81.45,350.5
155443,7,160.01,375.5,196.78,284.25
155443,10,208.48,214.13,182.27,189.3
155443,7,589.03,640,201.11,269.43
155571,22,13.48,415.2,7.53,422.93
156372,62,120.86,266.88,282.98,500
156372,9,0,335,273.97,490.82
156372,27,3.63,94.81,368.91,497.89
156372,27,46.25,221.84,318.7,500
157046,75,294.85,447.38,152.56,375
157046,1,1.69,90.17,67.42,328.65
157046,1,340.91,498.7,197.73,368.18
157098,25,197.56,375.65,11.97,329.26
157098,25,96.53,222.25,19.33,333
157098,25,436.68,500,61.14,216.24
157124,81,2.86,380.17,129.58,305.85
157138,48,174.92,489.13,195.46,300.72
157138,61,74.57,269.71,28.56,218.15
157213,22,274.86,394.86,75.41,220.54
157807,17,103.34,478.67,155.99,377.29
157807,70,96.68,381.07,292.09,427
157807,81,539.27,640,102.67,216.86
157847,16,374.13,403.12,93.79,114.55
158227,1,112.02,377.15,9.47,351.96
158227,39,107.5,158.84,36.9,287.2
158945,1,97.52,157.08,42.83,227.12
158945,22,133.75,414.06,173.39,592.33
158945,1,393.14,427.45,256.28,370.69
158945,62,209.77,400.33,109.09,238.98
159112,59,1.01,640,2.02,444.94
159282,86,228.8,303.47,189.55,415.47
159282,64,64.18,511.2,2.21,414.94
159311,24,1.5,309.05,0.94,268.83
159311,24,48.44,346.84,1.73,225.75
159458,18,220.02,311.12,217.2,252.43
159458,65,112.18,516.67,162.95,463.89
159458,62,525.05,640,246.78,428.91
159684,7,73.24,639.98,139.51,358.36
159684,85,6.6,38.88,116.55,148.83
159977,24,199.11,247.47,225.44,314.54
159977,25,333.07,520.67,54.32,335.71
159977,16,238.2,243.92,101.95,115.29
159977,16,259.38,263.54,113.63,121.81
160666,90,0,570.57,240.02,411.53
161008,87,84.13,574.92,0,473.53
161032,28,324.67,476.76,145.62,268.58
161032,1,353.53,525.43,201.05,399.79
161044,5,306.59,330.36,159.69,184.76
161044,5,361.11,383.29,183.01,205.19
161397,86,90.61,239.53,278.97,365.39
161397,86,0,110.02,234.07,349.48
161397,1,282.35,366.03,0,180.23
161642,85,144.14,289.73,184.5,330.09
161781,1,260.63,466.26,20.33,363.45
161781,35,144.31,502.26,335.28,382.34
161820,52,77.32,428,1.57,634.41
161861,1,176.92,275.96,79.36,315.53
161861,43,148.2,222.7,179.28,230.41
161875,32,224.28,240.99,125.09,170.19
161875,1,174.49,281.65,72.73,385.67
161879,1,54.1,236.54,1.3,342.48
161879,41,10.18,211.38,296.26,355.21
161925,1,247.04,420.41,92.82,633.14
161925,1,0,182.24,100.59,632.97
161925,59,174.95,251.6,301.17,335.44
162130,15,119.82,333.12,311.13,434.52
162366,14,357.76,539.17,157.93,401.17
162415,1,38.83,488.99,99.24,631.37
162415,40,271.82,478.4,292.83,526.87
162581,1,149.57,327.91,140.5,511.56
162581,43,146.14,217.27,66.87,182.95
163118,1,264.78,375.86,71.02,426
163118,1,150.7,296.28,75.51,375.55
163118,34,270.92,320.7,56.48,87.11
163155,17,5.51,542.7,154.27,398.53
163257,28,100.67,312.09,160.64,206.66
163257,1,41.71,386.88,0,632.81
163257,1,371.67,425,86.16,208.35
163258,70,92.11,261.61,218.75,480
163258,81,546.92,638.72,221.17,280.24
163290,24,30.55,229.17,439.96,588.05
163290,25,253.44,312.79,285.55,515.03
163290,25,186.24,225.18,331.13,361.67
163562,1,134.84,452.94,0,333
163562,34,87.32,197.84,224.89,297.86
163682,62,13.76,195.44,338.58,633.12
163682,32,191.51,250.83,271.97,481.98
163682,1,41.71,389.75,132.31,640
163951,62,185.53,299.15,413.12,520.99
163951,52,132.48,352.9,217.15,436.81
164115,42,117.25,332.61,201.53,412.78
164115,2,70.79,180.9,182.3,377.81
164363,85,58.36,570.07,6.56,511.48
164637,81,108.9,381.14,310.66,360.28
164883,1,0,284.86,2.27,371.32
164883,75,192.13,236.8,330.08,373.06
164883,72,204.02,500,2.06,370.26
164883,75,218.8,267.22,312.78,360.67
164969,59,83.12,502.52,23.12,422.46
165257,81,328.03,459.5,87.34,112.64
165336,25,204.05,359.21,173.24,411.28
165336,25,310.6,476.19,132.11,413.83
165500,23,418.13,511.41,261.85,311.05
165500,23,269.92,311.12,256.97,283.3
165500,23,175.19,209.2,252.02,278.72
165518,4,261.36,433.76,262.7,510.41
165518,1,248.33,423.31,173.92,460.71
165713,11,103.32,264.04,139.19,573.99
166165,1,265.82,491.2,22.75,314.58
166165,1,89.09,188.98,333.34,568.28
166165,43,316.25,542.07,97.49,273.81
166165,43,159.3,176.74,339.5,408.71
166259,16,233.66,306.05,179.23,312.09
166259,16,294.72,405.97,148.21,337.48
166259,16,155.19,234.16,165.29,299.36
166259,16,287.4,336.09,180.74,302.56
166277,17,1.38,361.98,2.75,499.61
166277,47,325.46,454.27,239.82,416.87
166277,47,165.39,332.22,307.34,548.95
166277,47,424.06,480,179.66,348.06
166509,10,165.12,182.22,51.49,87.81
166509,10,562.42,591.18,78.18,150.59
166563,22,79.69,522.75,43.03,373.47
166642,22,50.58,537.04,57.04,329.33
166664,3,0,137.96,144.34,427
166664,22,383.11,558.06,50.7,292.57
166768,32,309.81,416.97,225.45,630.28
166768,1,0,187.39,125.41,635.68
166768,1,73.35,425.71,20.13,631.37
167067,32,184.71,327.12,275.21,346.74
167067,1,3.37,375,0,493.26
167128,22,286.91,640,5.76,420.28
167128,22,296.5,458.67,238.03,427
167128,22,110.1,398.28,8.94,410.09
167159,65,0,500,0.56,371.36
167159,84,109.55,252.81,197.19,364.89
167240,86,132.42,355.03,116.11,422.2
167353,85,0,315.55,37.64,640
167540,5,163.9,487.27,74.81,331.01
167898,70,370.81,619.46,269.73,480
167898,81,249.93,466.38,177.03,277.43
167898,44,433,462.51,77.92,153.49
167902,16,106,340.47,57.93,305.25
168458,86,129.77,194.25,338.24,535.43
168593,62,512.43,637.84,222.16,442.7
168593,82,0,274.51,119.92,480
168593,82,255.58,390.23,110.96,446.34
168619,15,117.9,159.25,267.6,311.57
168974,77,107.67,240.28,292.54,349.32
168974,1,0,321.35,86.52,494.38
168974,75,95.32,183.9,32.31,59.13
169356,1,228.67,487.55,0.07,236.3
169356,41,242.91,478.29,180.1,325.18
170099,63,306.7,607.24,247.82,473.49
170099,32,97.97,188.4,204.01,473.16
170099,1,13.96,363.07,37.42,472.45
170191,65,0,479.69,170.27,513.93
170191,1,447.24,633.39,8.66,520.23
170191,33,113.36,284,478.13,523.48
170278,18,122.18,598.69,143.56,479.56
170278,65,4.52,639.15,127.8,495.75
170474,37,345.92,372.02,34.32,61.77
170474,1,153.17,457.21,27.02,476
170474,43,64.32,185.97,312.27,462.92
170474,62,489.53,599,408.47,469.97
170595,67,23.28,594.2,153.47,588.86
170595,54,301.24,589.8,202.41,430.73
170613,1,23.56,224.31,161.78,497.44
170613,42,205.89,414.74,251.52,359.25
170613,42,28.76,142.02,158.51,370.13
170613,1,263.9,404.54,180.15,451.95
170739,22,211.89,486.85,38.06,513.13
170739,22,466.64,639.9,51.98,508.22
170739,22,0,233.95,72.61,428.72
170893,18,270.55,638.06,80.55,474.25
170893,70,65.8,407.73,311.73,474.61
170955,32,467.07,486.12,120.07,217.29
170955,1,408.45,637.82,5.79,420.68
171050,11,174.02,470.29,251.45,632.57
171298,6,158.56,530.7,63.64,443.33
171298,6,469.21,639.64,79.82,409.89
171298,6,1.08,170.43,50.7,433.62
171740,63,0,434.58,248.77,480
171740,85,161.7,183.72,5.29,40.89
171740,47,515.55,547.07,255.82,291.8
171788,37,402.74,425.71,348.04,373.75
171788,1,64.86,426.67,108.83,626.31
171788,43,269.17,325.01,362.38,522.73
172083,81,521.23,585.78,112.34,133.06
172083,81,459.01,585.5,124.26,201.65
172083,81,532.16,582.31,107.22,123.51
172083,81,349.78,449.85,223.42,319.82
172330,17,244.04,421.97,219.25,334.22
172330,3,471.74,637.94,79.74,384.26
172330,3,61.48,639.64,1.08,311.73
172330,3,1.08,270.88,1.63,210.74
172396,59,136.46,515.85,124.49,235.71
172396,79,2.37,638.11,1.58,346.27
172648,8,193.64,638.53,129.79,385.61
172648,1,332.22,406.65,202.79,393.71
172648,1,80.96,112.08,214.81,277.25
172648,3,0.76,25.16,216.83,254.08
172649,1,423.74,574.77,47.02,161.09
172649,41,411.35,444.14,112.52,161.17
172856,13,131.72,277.95,195.35,395.16
172977,24,33.86,551.53,29.49,478.36
173033,23,182.24,398.92,205.68,494.11
173033,23,141.99,231.04,352.33,433.43
173044,85,61.68,112.94,305.22,355.12
173091,44,335.57,556.99,48.13,453.84
173091,53,185.16,329.19,353.1,473.89
173091,54,39.95,327.57,84.29,447.02
173091,67,9.05,599.9,10,603.75
173383,49,37.24,241.05,302.79,394.31
173383,61,141.35,370.56,53.48,295.11
173383,47,470.09,504.92,203.05,247.75
173383,67,0,640,208.31,425
173830,1,187.03,417.5,185.7,570.04
173830,35,120.81,506.08,553.71,583.91
174004,8,14.22,616.3,109.04,374.52
174018,88,85.38,498.83,4.35,351
174018,88,4.57,197.5,14.03,309.19
174231,17,68.3,316.54,180.42,286.04
174231,73,66,343.4,141.05,341.27
174231,62,0,150.7,203.2,500
175251,90,300.7,515.64,351.98,409.23
175251,1,93.31,612,18.75,606.05
175387,70,168.45,272.02,197.25,346.29
175443,88,123.69,363.87,255.56,569.09
175443,64,9.9,49.55,402.26,558.79
176232,86,171.15,279.01,389.51,619.63
176232,84,421.44,480,479.66,559.98
176446,73,2.16,230.83,0,253.48
176446,84,223.08,640,24.75,276.66
176606,20,214.25,459.4,100.53,370.4
176606,3,63.32,128.52,195.27,249.29
176606,1,25.3,70.22,179.02,347.58
176606,77,28.73,37.37,250.04,256.52
176634,24,76.93,640,2.98,471.06
176778,17,264.39,337.79,397.8,640
176778,70,12.01,301.53,210.84,546.54
176847,16,246.84,517.89,216.62,359.81
177357,1,71.07,389.11,138.9,253.63
177357,42,216.16,530.66,153.35,307.49
177383,7,8.63,388.31,67.16,485.67
177539,1,260.62,480.86,0,302.46
177539,42,0,317.78,5.12,427
177893,3,524.84,579.98,203.31,221.76
177893,3,580.09,614.43,199.39,222.18
177893,6,70.21,532.84,143.55,281.09
178618,22,234.8,413.16,238.69,426.69
178618,22,0,26.04,273.76,366.69
178618,22,208.82,239.25,286.12,319.3
179112,77,200.11,263.17,134.53,234.59
179112,1,15.17,348.88,1.69,370.79
179214,59,0.05,338.27,197.93,471.19
179285,37,206.13,361.19,240.22,404.13
179285,43,15.82,428,21.33,616.75
179653,85,206.99,299.88,161.76,254.65
179765,4,94.19,604.36,6.59,388.08
180135,1,0,252.58,5.41,462.13
180135,41,1.12,238.2,349.44,488.76
180188,7,18.38,640,103.24,357.3
180383,1,314.97,417.44,100.31,180.13
180383,85,0,29.71,324.62,382.06
180383,72,267.51,449.8,77.93,245.12
180383,21,25.83,622.95,51.34,419.83
180560,1,251.21,605.57,55.4,426
180560,1,0.96,368.56,8.86,421.45
180560,61,261.34,347.5,340.8,400.15
180792,70,131.46,237.08,313.48,493.26
180798,77,175.68,302.93,145.83,451.01
180878,77,354.4,522.53,299.09,380.28
180878,61,404.93,512.4,203.26,312.65
180878,61,116.37,427,37.99,344.77
180878,3,405.62,507.11,201.21,311.92
181303,1,228.17,288.53,81.68,309.6
181303,38,185.42,321.08,49.77,127.63
181499,1,167.16,288.2,382.73,506.08
181499,73,231.08,640,6.35,505.49
181499,76,255.59,627.22,262.64,410.31
181859,17,96.34,328.95,221.59,489.98
181859,81,64.72,358.11,267.27,544.84
181969,18,18.03,573,23.3,632.4
181969,63,2.74,573,0,626.43
182202,77,57.97,333.09,102.96,336.55
182202,73,155.22,639.22,0,314.11
182202,76,241.59,640,0.66,91.73
182202,67,0,640,28,379
183104,25,29.95,339.08,181.84,467.44
183104,25,237.18,629.06,46.65,350.05
183127,42,350.6,450.64,218.86,262.78
183127,1,379.3,439.75,180.95,243.22
183500,1,307.26,326.3,201.04,230.52
183500,5,93.73,540.16,75.37,340.13
183648,1,455.95,573.56,179.3,428
183648,1,194.14,368.69,197.61,428
183648,1,117.34,254.88,209.67,421.27
183648,22,0,572.43,0,428
183675,19,113.81,640,113.18,412
183675,1,352.88,533.94,15.33,406.09
184321,7,162.47,267.87,173.36,287.1
184338,8,16.41,548.27,7.62,421.6
184400,7,4.31,454.11,206.29,316.31
184400,10,549.03,584.63,460.4,480
184762,85,1.69,433.99,1.69,370.79
184978,1,146.14,253.86,294.85,482.64
184978,36,176.98,232.27,478.48,490.49
185292,1,176.59,201.94,433.99,482.46
185292,42,177.38,217.65,476.47,485.7
185802,28,228.67,313.53,375.37,556.58
185802,62,2.53,254.75,374.27,605.7
185802,62,348.04,478.92,428.58,627.06
185802,52,33.13,233.41,111.26,465.14
185950,1,66.77,260.25,64.78,317.53
185950,41,153.57,196.16,309.32,355.22
186042,1,111.78,202.35,65.48,251.01
186042,35,93.62,252.35,239.56,259.86
186282,72,271.9,515.08,0.96,310.2
186282,74,359.43,482.66,358.14,404.04
186282,76,168.9,331.16,273.86,334.89
186296,17,42.29,577.23,122.79,414.34
186422,16,498.62,562.5,276.46,348.41
186422,23,188.61,453.81,107.18,305.36
186637,25,144.21,369.61,130.84,420.22
186929,55,0,333,1.12,494.38
186938,16,222.66,602.93,47.28,364.32
187236,17,296.38,570.2,46.28,227.75
187236,17,0,412.5,221.88,474.38
187236,62,4.97,80.83,101.91,229.99
187236,63,110.22,640,0,407.51
187243,1,0,314.23,237.12,633.51
187243,70,276.13,427.15,54.65,346.61
187243,81,0,65.31,26.74,56.23
187249,72,32.73,484.96,1.98,385.79
187249,44,473.81,640,0,472.77
187249,1,136.69,374.93,126.28,315.96
187249,1,267.51,454.11,127.1,320.18
187271,82,98.02,347.39,149.19,614.77
187362,1,257.29,343.05,170.19,389.36
187362,42,291.17,353.75,224.6,319.5
187513,81,20.57,124.49,490.4,526.08
187513,70,105.98,256.84,455.25,639.29
187585,1,103.86,549.65,0,342.92
187585,41,62.85,212.11,0,292.63
187745,5,207.44,322.73,166.04,236.2
187990,1,183.75,369.97,52.35,205.26
187990,41,333.49,375,175.45,223.38
188439,8,76.27,405.24,209.05,380.89
188439,1,405.24,417.21,255.47,286.99
188592,1,73.18,342.96,127.88,640
188592,53,188.39,278.27,321.41,384.74
188689,9,36.19,304.09,118.3,205.85
188689,9,26.26,54.44,149.95,171.25
188689,9,33.63,199.34,79.47,180.28
188906,52,0,498.97,0.87,359.15
189213,62,346.28,424.83,158.36,286.74
189213,62,125.44,180.85,179.2,238.99
189213,82,225,322.4,46.75,197.73
189226,11,365.59,458.67,186.15,392.46
189310,62,189.28,302.79,348.64,467.91
189451,49,217.86,323.4,0,222.7
189451,61,313.52,538.56,26.93,301.02
189698,8,101.91,268.42,293.12,418.48
189806,18,263.63,443.67,193.1,296.69
189806,17,130.91,225.45,165.2,269.93
189806,63,448.83,499.74,28.05,197.4
189806,63,23.84,73.19,5.9,84.08
189828,5,367.48,566.13,102.11,202.43
190007,1,246.03,321.49,154.62,249.59
190007,42,282.43,350.42,242.72,272.38
190140,18,355.66,434.89,155.09,302.35
190140,9,2.89,540.53,162.54,376.06
190140,1,158.59,296.45,141.97,303.46
190140,9,0,640,0.96,156.77
190307,1,209.62,339.35,24.35,524.53
190307,42,240.02,325.62,463.78,529.11
190637,75,312.66,374.24,267.87,359.15
190637,75,19.22,81.13,369.8,418.78
190637,65,1.66,428,147.67,631.41
190637,1,14.25,378.43,182.44,421.94
190648,65,53.35,510.95,261.36,475.26
190648,62,312.39,419.33,226.39,289.2
190756,4,116.76,492.97,103.24,424.32
190756,1,129.69,422.9,32.63,195.77
190841,1,338.71,460.96,49.93,191.7
190841,41,347.54,445.72,182.08,203.9
190853,1,0,279.24,401.42,639.78
190853,52,3.01,379.48,141.55,507.48
191288,19,117.85,547.96,65.38,380.22
191288,1,258.29,391.01,0,203.15
191471,13,120,511.35,23.24,421.08
191614,19,73.07,228.04,310.37,480.22
191614,19,295.47,425.63,302.83,404.04
191614,1,347.77,381.57,289.95,356.82
191672,1,363.56,481.86,152.93,255.84
191672,42,397.01,436.62,199.44,283.26
191761,51,42.98,500,27.81,330.34
191761,52,297.47,500,107.87,202.25
191761,55,278.17,411.09,194.54,274.65
191761,55,378.74,496.05,199.01,283.64
192047,81,86.29,434.34,517.75,632.81
192191,59,127.14,298.83,396.43,539.35
192191,79,1.43,424.75,44.48,629.96
192607,8,1.91,469.89,209.95,412.43
192607,1,456.56,518.62,223.9,382.91
192716,13,109.3,414.2,171.15,490.43
192716,3,0,55.52,589.23,638.83
192716,3,137.81,234.11,595.39,640
192716,1,38.89,53.06,595.65,624.35
192964,41,81.17,185.26,333.56,386.15
192964,15,336.61,428,502.76,559.44
192964,1,92.3,286.33,60.54,352.79
193348,90,258.5,426,390.73,577.99
193348,1,0,426,77.66,628.49
193429,1,208.31,421.71,101.11,304.52
193429,36,134.65,519.37,277.24,374.38
193494,65,69.03,329.35,330.79,585.35
193674,18,405.58,461.93,162.71,338.19
193674,1,426.65,574.32,120.74,282.85
193674,42,238.78,557.16,222.33,303.95
193884,13,376.07,438.79,118.57,178.68
194216,23,193.8,245.88,97.53,162.79
194216,23,165.16,187.35,137.26,165.94
194216,23,122.36,139.38,137.48,163.47
194471,1,68.12,235.19,138.19,332.78
194471,41,129.68,258.02,309.63,363.1
194506,23,284.03,413.56,143.55,241.52
194506,23,80.54,300.29,118.04,275.01
194716,77,378.19,436.19,211.88,231.49
194716,1,373.27,518.16,110.35,420.28
194716,3,544.55,640,1,30.14
194716,1,147.51,478.02,36.6,421.45
194746,59,194.2,351.73,113.35,166.3
194746,79,0,499.99,0,375
195045,15,422.82,473.34,295.17,356.61
195045,15,0,42.94,268.64,299.25
196009,50,182.86,572.52,320,396.19
196009,57,0,640,77.75,317.75
196009,57,215.72,638.12,0,138.92
196185,5,105.31,527.25,155.33,275.97
196754,13,118.59,199.75,293.38,377.83
196754,62,215.73,375,302.07,499.85
196759,3,0,41.94,240.24,269.67
196759,3,575.83,626.23,228.51,255.78
196759,8,44.03,618.52,167.62,423.19
196759,3,530.58,577.03,230.82,250.44
196843,2,442.51,557.88,263.56,408.01
196843,6,1.08,638.56,50.7,430.38
196843,2,0,133.6,377.4,480
196843,2,0,16.33,366.2,388.82
197004,54,74.84,604.52,19.19,402.05
197004,76,172.9,640,0.64,147.75
197022,59,168.64,639.12,345.88,478
197022,59,25.78,508.08,57.68,340.18
197528,17,128.86,390.87,116.24,637.4
197658,40,152.49,250.29,394.18,460.33
197658,1,178.34,562.34,140.94,579.6
197870,16,49.67,208.48,190.9,379.25
197870,1,505.07,578.23,70.47,255.56
197870,15,0.96,506.36,130.66,352.73
198489,64,64.57,169.33,58.83,228.16
198489,3,190.34,428,39.31,149.66
198489,1,104.6,276.65,92.22,432.17
198489,28,0,313.53,415.2,593.54
198510,7,1.44,256,12.94,425.71
198510,1,268.94,500.49,189.84,632.81
198960,20,76.72,321.97,174.31,353.54
198960,20,271.03,504.12,212.06,365.77
198960,20,391.45,582.65,191.76,345.72
199055,1,143.5,391.75,34.61,599.99
199055,41,162.85,349.78,488.99,611.81
199310,1,217.17,427,34.52,632.81
199310,43,138.17,240.06,128.15,263.25
199442,1,260.19,443.68,76.81,239.91
199442,42,164.68,406.85,204.49,265.51
199551,65,0,640,166.98,423.2
199551,1,123.48,423.03,152.1,253.54
199681,78,2.16,640,1.08,480
199681,88,119.47,315.98,19.23,262.75
199977,5,91.63,223.36,153.4,310.9
200252,65,16.09,500,112.21,375
200252,84,382.54,425.56,200.9,218.18
200252,84,379.48,401.61,195.38,200
200421,1,126.2,502.65,122.64,473.2
200421,43,381.84,640,2.16,474.61
200421,65,2.16,514.59,78.38,460
200667,21,179.28,350.37,175.73,319.52
201025,22,1.36,150.66,0.94,489.57
201025,22,78.72,374.9,33.37,477.77
201148,7,145.21,351.74,155.7,229.92
201148,1,536.03,544.19,128.44,138.47
201148,1,546.92,559.96,120.6,138.59
201148,10,449.75,484.9,127.13,173.08
201646,1,0.92,289.26,0.92,427
201646,62,267.29,455.84,322.75,421.45
201646,75,42.23,107.06,317.84,364.91
201646,63,268.59,465.79,325.88,423.71
201775,70,235.21,312.47,227.48,346.8
201775,70,350.34,442.9,221.99,351.99
201775,81,0.9,145.59,243.19,314.93
202001,63,0.99,500,284.53,461
202001,77,44.24,85.29,228.57,276.47
202001,1,51.57,455.84,50.63,455.94
202228,1,128.59,312.4,172.47,476.46
202445,17,141.64,587.95,264.58,531.83
202445,65,11,591.37,159.3,596.64
203317,2,212.86,470.3,211.05,414.81
203488,14,420.67,501.57,194.91,384.75
203488,15,472.69,640,323.23,479.66
203546,23,230.05,521.99,65.76,316.44
203580,28,315.69,577.65,56.45,140.89
203580,15,333.79,551.65,219.38,325.71
203580,67,339.86,549.6,226.72,268.33
203639,1,80.72,322.88,38.2,617.66
203639,32,199.94,244.74,152.11,239.08
205289,8,147.29,485.54,120.88,284.41
205289,1,264.54,315.19,145.63,202.85
205324,34,305.15,363.82,216.64,232.68
205324,1,2.55,245.68,20.54,272.28
205324,1,51.69,188.57,0.24,278.07
205333,1,138.72,160.25,81.98,140.57
205333,1,78.2,89.99,104.87,135.44
205333,35,119.01,177.97,139.95,146.01
205401,5,105.41,542.61,143.03,270.54
205401,9,370.12,456.06,217.2,258.64
205401,1,330.13,341.97,236.36,262.56
205401,1,415.18,440.19,217.09,234.63
205542,88,206.13,366.13,86.49,262.34
205647,8,47.76,524.44,207.38,320.1
205776,23,91.89,534.12,28.24,268.5
205834,18,129.18,539.95,20.75,408.28
205834,51,143.62,370.55,296.92,422.35
206025,32,167.06,252.2,373.48,640
206025,1,4.33,424,79.1,629.53
206218,73,360,629.19,101.08,317.3
206218,76,393.66,568.67,232.18,275.55
206271,70,214.77,314.23,293.33,430.27
206271,70,22.31,119.19,301.01,439.21
206411,1,2.16,176.9,194.23,376.52
206411,70,172.58,471.37,0.9,360.09
206831,18,18.98,640,48.31,426.14
206838,19,326.48,571.09,167.68,440.94
206838,19,114.26,307.43,138.22,362.85
206838,1,197.07,291.46,91.77,335.49
206838,1,335.51,465.07,94.51,371.82
206994,7,221.66,599.72,193.83,329.13
206994,15,83.38,136.23,278.43,308.41
207306,1,85.27,99.49,177.25,208.27
207306,88,46.07,268.54,148.31,353.93
207538,78,103.04,411.32,152.87,342.06
207728,20,86.45,417.02,190.18,369.48
207728,20,136.61,473.76,55.22,372.03
208208,5,267.38,640,0.72,241.25
208901,5,232.67,425.99,148.37,284.59
209747,17,170.88,341.01,59.71,283.05
209747,81,0,499.77,147.8,350
209753,1,41.52,425.23,64.57,630.12
209753,72,362.3,464.94,345.72,459.34
209753,77,308.63,364.86,350.45,385.94
209829,1,397.44,443.55,225.98,264.94
209829,1,339.62,398.56,141.1,295.64
209829,1,567.39,600.01,239.16,266.76
209829,42,320.03,382.18,284.81,293.24
209972,9,331.92,450.85,42.33,236.51
210030,48,237.84,397.3,132.88,361.71
210030,61,99.78,331.69,65.62,280.45
210030,67,1.04,498.7,2.08,393.77
210099,17,155.04,384.12,81.79,448.56
210099,62,35.87,614.36,65.16,473.21
210299,1,126.93,255.21,124.16,325.7
210299,2,136.44,260.89,183.92,400.81
210388,1,314,399.2,207.73,367.6
210388,1,0.54,76.75,141.19,410.91
210388,1,192.33,306.76,154.58,369.02
210388,33,280.58,339.45,258.54,343.22
210502,7,0,639.64,31.28,444.4
210708,22,44.15,350.96,139.93,285.86
210708,22,112.5,381,7.13,268.88
210915,1,131.25,415.63,115.88,296.88
210915,42,286.92,467.06,61.48,182.29
211042,17,160.88,286.74,185.82,542.44
211042,70,165.39,372.49,212.95,340.95
211069,25,253.95,446.83,197.63,402.39
211069,25,0,128.86,225.61,375.94
212072,13,310.4,460.57,29.44,177.93
212166,1,86.06,532.77,13.41,410.94
212226,1,235.63,393.72,84.31,270.26
212226,8,54.71,418.19,0.82,331.39
212895,25,182.65,297.71,27.09,631.13
213171,1,138.67,257.33,145.33,444
213171,40,213.45,247.34,284.62,329.91
213422,62,49.87,89.46,162.58,220.66
213422,65,0,555.35,160.95,422.35
213605,3,358.87,479.99,445.2,592.55
213605,6,17.26,385.44,365.3,566.65
213605,4,410.52,480,579.73,640
213605,1,102.83,137.23,448.38,479.43
213816,7,0,640,3.78,435.14
213935,53,327,607,42,321
213935,53,0,247.83,21.99,419.12
213935,55,60,338,136,417
213935,53,501.37,640,0,194.3
214192,4,352.12,469.16,282.03,389.32
214192,1,450.7,576.11,17.64,222.41
214192,1,234.44,453.69,151.39,369.25
214192,4,499.83,629.45,118.33,219.47
214200,13,97.8,317.84,180.13,434.7
214200,3,28.76,427,487.31,626.82
214200,3,303.31,424.75,487.47,535.05
214200,3,327.4,426.79,454.39,489.2
214205,5,252.24,404.38,311.18,359.87
214703,1,232.26,365.65,320.04,370.94
214703,1,260.79,383.4,384.73,443.3
214703,42,225.75,296.87,413.48,441.15
214703,42,239.05,300.83,354.61,372.95
214753,19,252.98,314.16,193.38,306.87
214753,1,232.56,295.95,125.98,247.88
214753,1,360.34,417.49,114.84,249.6
214753,19,323.33,474.77,166.95,321.99
214869,77,229.75,413.12,232.18,472.72
214869,1,0,640,3.31,474.68
216277,77,393.32,529.84,73.41,245.69
216277,53,86.96,342.21,127.62,372.71
216277,1,454.42,640,1.94,164.15
216419,85,108.09,264.46,95.5,244.52
216419,10,582.76,605.55,336.46,392.11
216516,1,135.8,245.6,118.1,587.63
216516,35,0,410.6,528.24,618.24
216636,61,0.96,459.62,0.96,344.48
216739,16,27.83,59.45,243.34,297.69
